,username,tweet_id,tweet_date,tweet_content,tweet_retweet_count,tweet_quote_count,tweet_reply_count,tweet_like_count
1446,POTUS,1411399452313665543,07/03/2021,"Yesterday I had the honor of hosting a naturalization ceremony at the White House. Our nation has always been lifted by the contributions, sacrifices, and dreams of immigrants like Sarah — watch here as she shares the news with a loved one. https://t.co/66UgrSsYoR",1774,134,1118,13975
1447,JoeBiden,1411340208705097734,07/03/2021,"Over 300 million shots administered.
Checks delivered to more than 169 million Americans.
More than three million jobs added to the U.S. economy.

We’ve come a long way. But this is just the beginning.",5635,568,18338,52650
1448,POTUS,1411316140291330063,07/03/2021,"Folks, I couldn’t be happier or more proud to see Americans coming #BackTogether at BBQs and block parties across the country for Independence Day. 

Tag your 4th of July photos with #BackTogether and @WhiteHouse and you may get a signed copy of your 4th of July photo from me. https://t.co/w61aUGxyD2",2669,413,2940,18038
1449,POTUS,1411061364005683202,07/02/2021,"When do @VP and I start, @Dodgers?

Always great to host World Series champs at the White House. https://t.co/YIZ5roS5ca",3878,491,2084,39012
1450,POTUS,1411049758639198215,07/02/2021,No malarkey here. https://t.co/pH3zO86yKY,9762,2260,6308,73392
1451,POTUS,1411043497570885637,07/02/2021,"Our economic growth means that instead of workers competing with each other for jobs, employers are competing with each other to attract workers.
 
That means higher wages and the power to demand to be treated with dignity and respect in the work place.",2939,237,1347,18345
1452,POTUS,1411034518237192198,07/02/2021,"Ahead of Independence Day, we’re hosting a naturalization ceremony to welcome citizens here at the White House. Tune in. https://t.co/urvOr0Apxz",1027,83,603,7235
1453,POTUS,1410991996102234113,07/02/2021,Tune in as the Vice President and I welcome the 2020 World Series Champion Los Angeles Dodgers to the White House. https://t.co/k28uWNUTXx,987,105,641,6609
1454,JoeBiden,1410989575732961286,07/02/2021,Help us mark our independence from this virus—get vaccinated.,7670,590,5440,76933
1455,POTUS,1410974775267278848,07/02/2021,"None of our economic growth happened by chance or accident. 
 
It’s our economic plan. Our vaccine strategy. Our American Rescue Plan.",4514,374,2143,33537
1456,POTUS,1410974006941995009,07/02/2021,Tune in as I deliver remarks on the June jobs report. https://t.co/oJlhiTya6b,622,51,459,3955
1457,POTUS,1410973761826963462,07/02/2021,"As we prepare to celebrate Independence Day, today’s job news brought us something else to celebrate. https://t.co/MNz5PE2P79",2027,313,1078,13268
1458,POTUS,1410960025829453831,07/02/2021,"3 million jobs since we took office. 
 
Our economic plan is working.",8331,1214,6191,87625
1459,POTUS,1410697292370395136,07/01/2021,"Tune in as I deliver remarks from Surfside, Florida. https://t.co/TBrXZmEduK",1022,84,1084,6742
1460,JoeBiden,1410694898601316359,07/01/2021,"The science is clear: The best way to protect yourself against the virus and its variants is to be fully vaccinated. 

If you have not been vaccinated, get your COVID-19 shot as soon as possible. Now is not the time to let our guard down.",5391,391,3201,43012
1461,POTUS,1410648141947412488,07/01/2021,"Today’s decision by the Supreme Court undercuts voting rights in this country — and makes it all the more crucial to pass the For the People Act and the John Lewis Voting Rights Advancement Act to restore and expand voting protections.
 
Our democracy depends on it.",13451,1258,7597,75958
1462,POTUS,1410635965706735619,07/01/2021,"Today, the First Lady and I are in Surfside, Florida to meet and thank first responders and to comfort the families enduring this tragedy.
 
Our hearts go out to these families. Those working around the clock to respond to this tragedy have our deepest gratitude.",3962,175,1164,36142
1463,POTUS,1410576805464088576,07/01/2021,"Folks, I’m a car guy – and I firmly believe the future is electric. Gina McCarthy and Secretary Granholm hit the road to talk about the Bipartisan Infrastructure Framework’s historic investments in electric vehicles and how we’re going to ensure the future is made in America. https://t.co/xZDXu7BpXr",3361,736,2715,23936
1464,POTUS,1410357853827837957,06/30/2021,One in five miles of highway in our country is in poor condition. With the Bipartisan Infrastructure Framework we’re going to put people to work in great paying jobs making it right. https://t.co/LFPj7gcj2V,2324,204,1758,15721
1465,JoeBiden,1410264588730482691,06/30/2021,".@TheDemocrats are mobilizing volunteers and organizers, investing in state parties, fighting to protect voting rights, and more. If you can, consider chipping in to keep building the party infrastructure we need to win—from the school board to the Senate.
https://t.co/JPmx9sPyde",892,119,1607,5352
1466,POTUS,1410264260203143172,06/30/2021,"Climate change is fueling wildfires of greater intensity, that move with more speed, and last well beyond the traditional months.
 
Today, we’re taking critical steps to help protect American communities right away. https://t.co/DRKC6NBvL9",1468,127,1186,8336
1467,POTUS,1410254399977492486,06/30/2021,"Tune in as I discuss wildfire prevention, preparedness, and response efforts. https://t.co/9QfAlFfPbs",817,101,666,5213
1468,POTUS,1410236017366425602,06/30/2021,No one should have to fear lead in their kids’ water. The Bipartisan Infrastructure Framework gets it done. https://t.co/TOGhUTqgGV,1674,128,869,11627
1469,POTUS,1410214547215073282,06/30/2021,"The Bipartisan Infrastructure Framework is a generational investment to modernize our infrastructure, create millions of good-paying jobs, and position America to win the 21st century.",2934,152,1305,23758
1470,POTUS,1410034821607403520,06/30/2021,This Bipartisan Infrastructure Framework is a huge deal for this country. https://t.co/NjQbGOLyME,1279,110,1155,8579
1471,POTUS,1410018221684580352,06/29/2021,"In Wisconsin, more than 1,000 bridges are structurally deficient, 82,000 children lack access to reliable internet, and there are more than 70,000 lead service lines in Milwaukee alone.

I stopped by La Crosse to share how the Bipartisan Infrastructure Framework will change that. https://t.co/mbrsS03apW",1721,106,750,10530
1472,POTUS,1410010424737775623,06/29/2021,To LGBTQ+ folks across the country — no matter where you are on your journey — know you are loved and accepted just as you are. https://t.co/e0vpSBkwFV,2427,466,1047,13774
1473,POTUS,1409985006064254979,06/29/2021,"In some American cities, people of color are twice as likely to rely on public transit to get to work. The Bipartisan Infrastructure Framework will invest $48.5 billion in public transit to ensure Americans — especially communities of color — have more transit options.",3238,214,1500,23348
1474,POTUS,1409962511479230466,06/29/2021,"One in five miles of our highways and roads are in poor condition. 40% of our bridges are over 50 years old.

The Bipartisan Infrastructure Framework will put Americans to work in good-paying jobs and change that.",2760,143,913,17881
1475,POTUS,1409947223845183489,06/29/2021,"The American people can be proud. Because this country came together and forged a bipartisan infrastructure deal that delivers for everybody.

We’ve shown the world — and we’ve shown ourselves — that American democracy can come through.",2717,199,1571,22266
1476,POTUS,1409928965704273921,06/29/2021,Tune in as I highlight how the Bipartisan Infrastructure Framework will help communities across the country. https://t.co/r9Y9a5M6xc,824,126,705,4849
1477,POTUS,1409923366535024640,06/29/2021,We have no time to waste when it comes to making our infrastructure more resilient to a changing climate. The Bipartisan Infrastructure Framework invests $52 billion to strengthen our natural infrastructure — like coastlines and levees — and our physical infrastructure.,2518,291,1303,16211
1478,POTUS,1409909166400020490,06/29/2021,"The Bipartisan Infrastructure Framework represents a crucial step forward in combating the climate crisis. It’ll make the largest investment in clean energy transmission in American history, modernizing our power grid to accelerate the build out of zero-carbon, renewable energy.",1415,85,678,8940
1479,JoeBiden,1409895452430974981,06/29/2021,"We, the people, are coming back together. https://t.co/xELkAnPq6z",1976,307,2325,13484
1480,POTUS,1409895123098476544,06/29/2021,"I’m on my way to La Crosse to highlight the benefits of the Bipartisan Infrastructure Framework. See you soon, Wisconsin!",2276,157,1085,25777
1481,POTUS,1409862215235162117,06/29/2021,"Besides these unprecedented investments, the Bipartisan Infrastructure Framework represents the largest federal investment in bridges since the interstate highway system was built and the largest federal investment in public rail since Amtrak was created.",840,40,378,7286
1482,POTUS,1409862214039842823,06/29/2021,"Let’s be clear about how big a deal the Bipartisan Infrastructure Framework is. It’s the largest federal investment in:

- Public transit
- Clean energy transmission
- Clean drinking water

In American history.",2780,194,1074,19773
1483,POTUS,1409678492287922179,06/29/2021,You’re on pal. #GoBolts https://t.co/jOhA7IB2bE,9435,2465,2876,92030
1484,POTUS,1409638740771803142,06/28/2021,"I have always believed that there is nothing our nation can’t do when we decide to do it together. Last week, we began to write a new chapter in that story with the Bipartisan Infrastructure Framework. https://t.co/5XTQrn4bnp",1552,149,1243,11301
1485,POTUS,1409635720675827721,06/28/2021,Congratulations to the people of Armenia and Prime Minister @NikolPashinyan on successful parliamentary elections. Our partnership with Armenia is one of shared values and cooperation on democratic reform and conflict resolution—we are committed to strengthening that partnership.,1247,113,517,8862
1486,POTUS,1409597045715898370,06/28/2021,We’re building a workers economy.,5235,2361,5585,58307
1487,POTUS,1409575506673082370,06/28/2021,"This afternoon, I’ll be meeting with Israeli President Reuven Rivlin at the White House. I’m looking forward to highlighting the strength of the bilateral relationship between our two nations and working together to achieve security and stability in the region.",1847,180,1330,15845
1488,POTUS,1409527030409011205,06/28/2021,"Every American deserves access to clean drinking water — and the Bipartisan Infrastructure Framework will make that a reality by eliminating the nation’s lead service lines and pipes.

It’s the largest investment in clean drinking water infrastructure in our history.",3479,243,1460,25001
1489,POTUS,1409505883554467849,06/28/2021,"The Bipartisan Infrastructure Framework represents the largest federal investment in public transit in history — including the largest passenger rail investment since the creation of Amtrak.

I might be a little biased, but that’s a big deal.",2497,160,1186,18975
1490,POTUS,1409204003595075597,06/27/2021,"We can do this, folks. Get vaccinated – and let’s defeat this virus once and for all. https://t.co/MrbUAtib2H",5467,329,2779,47706
1491,POTUS,1408940742983233536,06/27/2021,"After four years of relentless attacks on LGBTQ+ rights, my Administration has taken historic actions to accelerate the march toward full LGBTQ+ equality. https://t.co/EQOJBQtCKv",2928,397,2517,21918
1492,POTUS,1408920507899166725,06/26/2021,"You heard her, folks. Head to https://t.co/P2RRSAlEgx. https://t.co/Ih6sHZjA9u",1572,78,726,9351
1493,POTUS,1408907931400261642,06/26/2021,"My heart is with the community of Surfside as they grieve their lost loved ones and wait anxiously as search and rescue efforts continue. 

Yesterday I spoke with Gov. DeSantis to let him know that we are ready to provide assistance as needed by state and local officials.",3703,228,2194,35781
1494,POTUS,1408888597457952771,06/26/2021,Read my full statement: https://t.co/ibCJdD8y2Y,787,58,414,4526
1495,POTUS,1408888596153700364,06/26/2021,"The bipartisan infrastructure framework would be good for the economy and good for our people.
 
We need both this and the American Families Plan — it was always my hope to reach a bipartisan deal on infrastructure while seeking to pass my Families Plan through reconciliation.",2172,95,946,14021
1496,POTUS,1408836709408706565,06/26/2021,"It was an honor to welcome President Ghani and Chairman Abdullah to the White House this afternoon.

We will continue to provide assistance through our enduring partnership with Afghanistan to promote a peaceful and stable future that the Afghan people want and deserve. https://t.co/EU2jJYUrQD",1470,164,1080,11988
1497,JoeBiden,1408833331282780167,06/26/2021,"It took a herculean effort across the globe—including the ingenuity of scientists, building on decades of research—to develop a vaccine. As a result, deaths from COVID-19 are plummeting. Our economy is rebounding. And millions of Americans are getting back to living their lives. https://t.co/lqwfh0Nj21",1949,275,2788,15297
1498,POTUS,1408806012635824132,06/26/2021,"Yesterday, I signed a law designating the Pulse Nightclub a national memorial. Just over five years ago, the nightclub -- a place of acceptance and joy -- became a place of unspeakable pain and loss. We will never fully recover, but we will always remember. https://t.co/ncX2MoBAxy",3664,261,1322,34530
1499,POTUS,1408788111585337344,06/26/2021,We’ve made incredible progress in the fight against COVID-19. We can finish this thing. Hear from Dr. Murthy and Natalie Quillian about how getting vaccinated is the key to bringing an end to this pandemic. https://t.co/HpOhuydwFs,1491,92,770,9020
1500,POTUS,1408498701501358082,06/25/2021,"So far this year, hundreds of anti-LGBTQ bills have been introduced in state legislatures – many of them target transgender children. 
 
Let’s be clear: This is bullying against kids disguised as legislation – and it must stop. Enough is enough.",9960,1074,3826,67210
1501,POTUS,1408484701153763332,06/25/2021,Tune in as we commemorate LGBTQ+ Pride Month at the White House.  https://t.co/PhOC6KXuUC,929,81,680,6254
1502,POTUS,1408457960024690690,06/25/2021,"I look forward to hosting President Ghani and Chairman Abdullah at the White House this afternoon. As the U.S. military drawdown continues, we affirm our enduring support for the Afghan people.",1927,168,1327,17726
1503,POTUS,1408445186653536262,06/25/2021,"Folks, this means good-paying, union jobs that can’t be outsourced. Millions of jobs that provide a middle-class life with a little breathing room. 

And we’re doing it all without raising a cent from earners below $400,000 — no gas tax increase, and no fee on electric vehicles. https://t.co/d3udRPlHRO",830,42,366,4797
1504,POTUS,1408445178172608517,06/25/2021,American workers will be installing electric vehicle charging stations and undertaking critical environmental clean-ups. The plan also creates a financing authority that will leverage private capital into infrastructure and clean energy projects. https://t.co/xdfZjF4wDR,713,52,294,4397
1505,POTUS,1408445170828386309,06/25/2021,This agreement will put plumbers and pipefitters to work replacing 100% of the nation’s lead water pipes so that every American can turn on the faucet at home or at school and drink clean water. https://t.co/kjm8baCV1j,336,26,44,1829
1506,POTUS,1408445161475088384,06/25/2021,This agreement will deliver high-speed internet to every American home and put people to work all across the country building transmission lines and upgrading our power grid to be more energy efficient and resilient to extreme weather and the climate crisis. https://t.co/aPSejfTvtk,353,26,50,1677
1507,POTUS,1408445154126663683,06/25/2021,This bipartisan agreement represents the largest investment in public transit in American history and the largest investment in rail since the creation of Amtrak. It will put Americans to work in good-paying jobs — repairing our roads and bridges. https://t.co/8xIdb0gTaB,293,15,58,1500
1508,POTUS,1408445146874662918,06/25/2021,"Folks, this Bipartisan Infrastructure Framework is a big deal for American workers and families. Here’s just some of what’s in it. https://t.co/5cyYskyxHn",1356,88,598,8080
1509,POTUS,1408411860592992262,06/25/2021,"The Bipartisan Infrastructure Framework will provide folks with good-paying jobs that can’t be outsourced — the kind of jobs that provide a middle-class life with a little breathing room.

And we’re going to do it all without raising a cent from earners below $400,000.",2963,155,1273,20972
1510,POTUS,1408226285298520064,06/25/2021,"Together, we’ve forged an agreement that will create millions of American jobs modernizing our nation’s infrastructure. Hear more from Press Secretary Jen Psaki here. https://t.co/QwhGPykcmM",2744,250,1501,15607
1511,POTUS,1408199097065033730,06/24/2021,"We need physical infrastructure.
We need human infrastructure.
And we need a fairer tax system to pay for all of it.

I am not going to rest until all of it gets to my desk.",7180,583,3736,58512
1512,POTUS,1408174278906949639,06/24/2021,Tune in as I encourage folks to get vaccinated and kick off a community canvassing event. https://t.co/QNCnO418Xb,894,54,649,5331
1513,POTUS,1408159059426037769,06/24/2021,"I’m in Raleigh, North Carolina this afternoon to encourage people to get vaccinated. Getting your shot is more convenient than ever — and it’s the best way to keep yourself and your loved ones safe. Head to https://t.co/4MYpWqXVVo and get protected today.",2154,162,887,15344
1514,POTUS,1408127030747709441,06/24/2021,"This deal makes key investments to put people to work in good-paying jobs building transmission lines and upgrading our power grid, installing electric vehicle charging stations, and undertaking critical environmental clean-ups.",1515,117,819,10130
1515,POTUS,1408125850919313409,06/24/2021,This bipartisan agreement represents the largest investment in public transit in American history. The largest investment in rail since the creation of Amtrak. It will deliver high speed internet to every American home and replace 100% of our nation’s lead pipes.,3401,257,2105,23161
1516,POTUS,1408124323035074565,06/24/2021,"I’ve said many times before: that there is nothing we can’t do when we come together as one nation.

Today’s bipartisan infrastructure framework is the latest example of that truth.",1742,190,1150,15146
1517,POTUS,1408123578202066950,06/24/2021,Tune in as I give an update on our infrastructure deal. https://t.co/8bDxIbIEtN,671,52,345,3782
1518,POTUS,1408103224817639432,06/24/2021,We’ve struck a deal. A group of senators – five Democrats and five Republicans – has come together and forged an infrastructure agreement that will create millions of American jobs.,9786,1721,4749,92998
1519,POTUS,1408034982556274688,06/24/2021,"Here’s the deal: The Delta variant is more contagious, it’s deadlier, and it’s spreading quickly around the world – leaving young, unvaccinated people more vulnerable than ever. Please, get vaccinated if you haven’t already. Let’s head off this strain before it’s too late. https://t.co/9gBeRpvCe8",9448,2346,7963,33156
1520,POTUS,1407826558035927042,06/23/2021,"To combat gun violence and violent crime, we’re going to: 
 
- Stem the flow of firearms 
- Advance community policing
- Invest in evidence-based community violence interventions
- Expand summer programming and employment opportunities",3055,708,4109,21152
1521,JoeBiden,1407825795075264516,06/23/2021,It’s a simple proposition: Who do you love? https://t.co/jDUjB9J6pL,1614,236,1999,14632
1522,POTUS,1407812132037664768,06/23/2021,The fact is we’ve seen a surge in gun violence across the country since the beginning of the pandemic. It’s unacceptable — and we’ve got to take action to combat it. That’s why we’re announcing a comprehensive approach to prevent and respond to gun crime and ensure public safety.,4748,490,4099,37553
1523,POTUS,1407804658425470988,06/23/2021,Tune in as Attorney General Merrick Garland and I deliver remarks on the Administration’s comprehensive gun crime prevention strategy. https://t.co/Kz3e59NJSB,884,79,914,5451
1524,POTUS,1407506870181453824,06/23/2021,"To Carl Nassib and Kumi Yokoyama – two prominent, inspiring athletes who came out this week: I’m so proud of your courage. Because of you, countless kids around the world are seeing themselves in a new light today.",10272,980,2165,91230
1525,POTUS,1407463658242908162,06/22/2021,"The United States ranks 13th in the world when it comes to infrastructure — and it’s time for that to change.
 
With the American Jobs Plan, we’re going to modernize our roads, rebuild crumbling bridges, expand public transportation, and create millions of good-paying jobs.",2908,310,1722,19623
1526,POTUS,1407439755525099520,06/22/2021,"Today, @SenSchumer and I held our latest strategy call on getting the For the People Act to my desk. 

Democrats are united and committed to passing this landmark legislation to protect voting rights, ensure the integrity of our elections, and repair and strengthen our democracy. https://t.co/0s4IYMwMZB",2424,289,1854,14725
1527,POTUS,1407413095895547907,06/22/2021,It’s time we invest in our infrastructure and our future once again. It’s time for the American Jobs Plan.,3316,200,1797,28790
1528,POTUS,1407395627982524417,06/22/2021,"We can’t sit idly by while democracy is in peril – here, in America. We need to protect the sacred right to vote and ensure “We the People” choose our leaders, the very foundation on which our democracy rests. We urgently need the For The People Act.

Send it to my desk.",11727,1192,7199,70882
1529,POTUS,1407380107988246531,06/22/2021,"Let me be clear: Our vaccination program is an American success story.

When we took office, 3,000 Americans were dying every day. Now, hospitalizations have dropped by more than 90%.

I’m urging young people to carry us across the finish line by getting vaccinated today.",7068,620,3809,51513
1530,POTUS,1407108104035176452,06/21/2021,"When we took office, we didn’t waste a second getting the pandemic under control and our economy back on track.
 
Just five months later, we’ve administered over 300 million shots and unemployment is at its lowest level since the pandemic started.
 
America is coming back.",5786,489,3821,50441
1531,JoeBiden,1407087431908737024,06/21/2021,"Together, we are going to build an economy that rewards work—not just wealth. An economy that works for the backbone of this country: the people who get up every single day to work hard to provide for their families, who are just looking for a little bit of breathing room.",4643,447,3884,43121
1532,POTUS,1407012345260523532,06/21/2021,"At this point last year, the Fed projected 5% growth in 2021. Now, they’re projecting 7% growth. Our economic plans are working — and we can’t stop now.",6615,441,2667,54116
1533,POTUS,1406967795976450051,06/21/2021,The Child Tax Credit means help directly in the bank accounts of the families who need it. Nearly all working families will automatically get monthly payments starting July 15th – no action needed. Head to https://t.co/P2RRSAlEgx for more information. https://t.co/U1eSsBi18p,3598,626,2371,17063
1534,POTUS,1406952545419935756,06/21/2021,"Folks, this Child Tax Credit is a huge step towards a tax system that works for the middle class. It will lift millions of children out of poverty. 

This is just the first step. My American Families Plan will extend this benefit for years to come.",1692,104,742,14138
1535,POTUS,1406952543650037761,06/21/2021,"Most working families will receive automatic payments – no sign ups needed, all you need to do is make sure you’ve filed your taxes. Folks who don’t make enough to be required to file taxes can get these benefits too.

Go to https://t.co/P2RRSAlEgx to learn more.",1578,63,335,9539
1536,POTUS,1406952542362345481,06/21/2021,"On July 15th, automatic payments from the Child Tax Credit will begin hitting bank accounts and mailboxes.
For a working family with two kids: that’s $500 or more on the 15th of every month this year.",6694,1077,2790,44376
1537,POTUS,1406734101172961285,06/20/2021,"Folks, it’s never been more convenient to get vaccinated. 

Head to https://t.co/4MYpWqXVVo to find a location near you. Get vaccinated – and let’s put an end to this virus.",2148,129,1035,11274
1538,POTUS,1406715228184789001,06/20/2021,COVID is down. The economy is up. America is on the move again.,12243,3034,5907,140323
1539,POTUS,1406687830588395526,06/20/2021,"On my first overseas trip as president, I made it clear: America is back. Diplomacy is back. And we’re ready to work side-by-side with our allies to tackle the toughest challenges of the 21st century. https://t.co/fRwtmrYLhf",2532,248,1639,17482
1540,POTUS,1406671942493605893,06/20/2021,"Today, I join people around the globe in commemorating World Refugee Day. When we take action to help refugees around the world, we honor our past and live up to our highest values — it’s who we are. https://t.co/Ae6dN6VShF",1649,158,1122,10038
1541,POTUS,1406662126912081923,06/20/2021,"Happy Father's Day to the fathers, stepfathers, grandfathers, and father figures who enrich our character, love us unconditionally, and give so much of themselves every day so we can live lives worthy of their dreams and sacrifices.",10314,508,3728,109353
1542,POTUS,1406349203027206158,06/19/2021,Juneteenth is a day of profound weight and profound power. https://t.co/z6VHappC8G,2325,158,1564,16417
1543,POTUS,1406326358993743876,06/19/2021,"Ms. Opal Lee is an incredible woman – and it was my honor to welcome her to the White House. Thanks to her relentless dedication, Juneteenth is now a federal holiday. https://t.co/scPtk8cNJN",6583,644,1176,38933
1544,POTUS,1406273358187044868,06/19/2021,Our family lost our loving companion Champ today. I will miss him. https://t.co/sePqXBIAsE,29607,11991,29859,398497
1545,JoeBiden,1406251731051233282,06/19/2021,"To honor the true meaning of Juneteenth, we have to continue toward that promise of equality for all. https://t.co/tu6m038Y8T",2199,236,2279,18859
1546,POTUS,1406250677819564032,06/19/2021,"Secretary Granholm doesn’t mess around. This week, she joined IBEW workers to try her hand at installing solar panels – just one of the millions of good-paying, union jobs the American Jobs Plan will create. https://t.co/LZwSZkTacy",2074,211,1017,11577
1547,POTUS,1406235068893437953,06/19/2021,"Juneteenth marks both the long, hard night of slavery and subjugation – and the promise of that brighter morning to come. It’s a day of profound weight and power. Today and every day, we must work to ensure our nation finally lives up to its promise of equality for all. https://t.co/DmWADwwhKU",5258,529,1637,34228
1548,POTUS,1405966038982930437,06/18/2021,"Today, we’ve passed 300 million shots in 150 days. 
When I took office, our nation was in crisis. Today, the virus is in retreat and our economy has smashed previous records for job growth. 
 
That’s just four months, folks.",12645,1691,8603,131932
1549,POTUS,1405961819324403714,06/18/2021,Tune in as I deliver remarks on the COVID-19 response and the vaccination program. https://t.co/KCib2ZxgdV,744,63,678,4837
1550,POTUS,1405686320618524672,06/18/2021,I was honored to welcome Miss Opal Lee to the White House today. A daughter of Texas. And the grandmother of the movement to make Juneteenth a federal holiday. https://t.co/pl3tFSxGds,4665,294,1391,39900
1551,POTUS,1405670037160087552,06/17/2021,Today I signed the Juneteenth National Independence Day Act into law. https://t.co/Yt2zeRTzs0,2342,290,1258,16489
1552,POTUS,1405663756013670402,06/17/2021,"Today, I had the honor of signing a bill to officially make Juneteenth a federal holiday. With this important step, all Americans can feel the power of the day, learn from our history, celebrate our progress, and grapple with the distance we still have to travel. https://t.co/UN5WgCiAy2",3912,416,1409,29674
1553,POTUS,1405643629843058702,06/17/2021,"We cannot rest until the promise of equality is fulfilled — for every one of us, in every corner of this nation.
 
That is the meaning of Juneteenth.",4850,419,1951,39074
1554,POTUS,1405633851452493826,06/17/2021,"Today marks six years since a white supremacist took nine precious lives at Mother Emanuel in an act of domestic terrorism. 
 
We must honor their lives with action, including reducing gun violence and addressing domestic terrorism.",3572,164,1030,24081
1555,POTUS,1405621303256698880,06/17/2021,Juneteenth is officially a federal holiday.,34717,5892,7366,277325
1556,POTUS,1405612508350722058,06/17/2021,Tune in as I sign the Juneteenth National Independence Day Act into law. https://t.co/Xq8AYa76if,1747,221,760,9863
1557,POTUS,1405597716244275201,06/17/2021,"A year ago, more than 1.5 million Americans filed initial unemployment insurance claims. Last week, that number was 376,000. That’s more than just an economy on the rise — those are lives back on track after an unprecedented crisis. That’s our economic plan at work.",3047,218,1454,21553
1558,JoeBiden,1405584970186362884,06/17/2021,It’s a big deal that the Affordable Care Act is here to stay. Reminder: You can sign up for health care at https://t.co/3CYKhP8ZoR—help us spread the word.,3449,187,1382,22230
1559,POTUS,1405572332027101189,06/17/2021,The fact that projected economic growth is near a 40-year high isn’t an accident — it’s because our plans are working.,5334,365,2041,42752
1560,POTUS,1405551328877744129,06/17/2021,"A big win for the American people. 

There’s no better day than today to sign up for quality, affordable health care at https://t.co/gRX1fGFEzj.

With millions of people relying on the Affordable Care Act for coverage, it remains, as ever, a BFD. And it’s here to stay. https://t.co/5GPl9aR8uB",2558,308,908,12517
1561,POTUS,1405537738355470337,06/17/2021,"That’s progress, folks. https://t.co/rt3jVqY845",1726,126,916,13597
1562,POTUS,1405315253315964933,06/17/2021,"That’s a wrap, folks. I’m on my way back to the White House from my first overseas trip as president. After a busy week, it’s clear America is back, our alliances are stronger than ever, and we’re ready to tackle the toughest global challenges of our time alongside our allies.",11471,1144,7822,139473
1563,JoeBiden,1405272580538306565,06/16/2021,"We're on the right track. The American Rescue Plan laid a strong foundation for a new economy that brings everybody along, but it's just the first step. We must pass the American Jobs Plan to build an economy that works for everyone.",5046,321,3394,47652
1564,POTUS,1405213789214199810,06/16/2021,"Tune in as I hold a press conference from Geneva, Switzerland. https://t.co/xGEX3PCKsU",1741,205,1897,11116
1565,POTUS,1404923705587871748,06/15/2021,"Today we passed a grim milestone: 600,000 lives lost from COVID-19. My heart goes out to all those who’ve lost a loved one. I know that black hole that seems to consume you, but a time will come when their memory brings a smile to your lips before it brings a tear to your eyes.",8762,668,3730,75931
1566,JoeBiden,1404912394401423366,06/15/2021,"We’re seeing a coordinated attack on voting rights in this country. It’s Jim Crow in the 21st century, and it must end.

Congress must enact legislation to make it easier for all eligible Americans to access the ballot box and prevent attacks on the sacred right to vote.",10807,1065,7206,74877
1567,POTUS,1404900498084405252,06/15/2021,"Domestic terrorism is a stain on the soul of our nation, and a threat to our democracy — we need to confront its rise head-on. That’s why my Administration is releasing the first-ever National Strategy for Countering Domestic Terrorism. https://t.co/MCxU4KCO6M",2935,353,2310,14376
1568,POTUS,1404865102629715969,06/15/2021,"Yesterday, I had the chance to visit the 9/11 memorial at NATO Headquarters. It's a solemn reminder of that awful day and the thousands of Americans we lost. In that moment of peril, our Allies were there for us — and we must always be there for them. https://t.co/52bnAEJKAG",1879,122,862,13276
1569,POTUS,1404853827933720585,06/15/2021,"On this ninth anniversary of DACA, Dreamers deserve lasting stability in the only home they have ever known. Congress must find a way to pass legislation with a path to citizenship for Dreamers, farm workers, and TPS recipients.",4053,221,1519,27132
1570,POTUS,1404842472572915714,06/15/2021,Today I met with European Council President Charles Michel and European Commission President Ursula von der Leyen and we reached an agreement in the 16-year-long Boeing-Airbus dispute. This deal will ensure a level playing field for American workers and companies abroad. https://t.co/vrJ5ikFbuO,1208,79,574,9405
1571,POTUS,1404830531653668874,06/15/2021,It was an honor to visit the Royal Palace in Brussels and meet with His Majesty The King of Belgium and Prime Minister Alexander De Croo. https://t.co/JCYe5KrLKv,2521,218,978,32172
1572,POTUS,1404616018492805123,06/15/2021,"Happy 246th birthday, @USArmy! https://t.co/SkBV0FsRaY",1647,115,821,13507
1573,JoeBiden,1404592092475703297,06/15/2021,"Democracy thrives when the infrastructure of democracy is strong; when people have the right to vote freely, fairly, and conveniently; when a free and independent press pursues the truth; when the law applies equally to everyone, regardless of who they are or what they look like.",9451,1368,4174,56676
1574,POTUS,1404581923901607939,06/14/2021,Couldn’t imagine a better partner for this journey. https://t.co/cQpeynZdgq,7804,773,3570,156220
1575,POTUS,1404566986667999234,06/14/2021,Jill and I want to wish everyone a happy Pride! To the LGBTQ+ community: know we are proud to stand with you this month and every month. https://t.co/JE6yFUDU86,4500,651,1673,34209
1576,POTUS,1404552943643381760,06/14/2021,What an incredible afternoon at Windsor Castle. https://t.co/Jp746mgV2b,3400,259,1256,44519
1577,POTUS,1404531446744858624,06/14/2021,"The Transatlantic Alliance is the strong foundation on which our collective security and our shared prosperity are built. It’s an honor to be at NATO HQ today, reaffirming America’s commitment to our 29 Allies and our vision for a more secure future. https://t.co/vUJIszZAvT",3071,338,1598,20873
1578,POTUS,1404521441761112064,06/14/2021,"Tune in as I hold a press conference from NATO Headquarters in Brussels, Belgium. https://t.co/u8DQW3zwSF",1205,115,895,7672
1579,POTUS,1404431080569049094,06/14/2021,"Our NATO Alliance is stronger than ever. Today I’m joining our 29 allies to discuss our collective defense — including from Russian aggression, strategic challenges from China, malicious cyber activity, terrorism, and climate change.",4572,293,2051,36841
